Unnamed: 0,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
151,07b1c874-9dc1-42bc-87ff-dffa9bef14fb,07b1c874-9dc1-42bc-87ff-dffa9bef14fb_7_24,Where is the baking mixer placed in relation to the oven in the Bakery?,reasoning/spatial/relationship,,"A. The baking mixer is placed immediately adjacent to the oven
B. The baking mixer is placed in a corner farthest from the oven
C. The baking mixer is placed on the opposite end of the room from the oven
D. The baking mixer is placed diagonally across from the oven
E. The baking mixer is wall-mounted above the oven",The baking mixer is placed immediately adjacent to the oven,The baking mixer is placed in a corner farthest from the oven,The baking mixer is placed on the opposite end of the room from the oven,The baking mixer is placed diagonally across from the oven,The baking mixer is wall-mounted above the oven,5409.87,Baker,unict,GoPro Hero Black 8
159,07b1c874-9dc1-42bc-87ff-dffa9bef14fb,07b1c874-9dc1-42bc-87ff-dffa9bef14fb_7_7,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The dough divider machine is situated on the left side of the dough fondant sheeter
B. The industrial mixer is found adjacent to the sink, sharing a countertop
C. The baking mixer is wall-mounted above the oven
D. The oven shovel is stored hanging from the ceiling in the center of the Bakery
E. The dough sheeter is integrated into the tray rack",The dough divider machine is situated on the left side of the dough fondant sheeter,"The industrial mixer is found adjacent to the sink, sharing a countertop",The baking mixer is wall-mounted above the oven,The oven shovel is stored hanging from the ceiling in the center of the Bakery,The dough sheeter is integrated into the tray rack,5409.87,Baker,unict,GoPro Hero Black 8
165,0a569c6b-2818-410c-8eff-9b0290b2404c,0a569c6b-2818-410c-8eff-9b0290b2404c_7_3,Where is the scissors found in relation to the glue container in the crafting area after the camera wearer uses the glue the first time?,reasoning/spatial/relationship,,"A. The scissors are found behind the glue container
B. The scissors are found in front of the glue container
C. The scissors are found underneath the glue container
D. The scissors are found to the right of the glue container
E. The scissors are found to the left of the glue container",The scissors are found behind the glue container,The scissors are found in front of the glue container,The scissors are found underneath the glue container,The scissors are found to the right of the glue container,The scissors are found to the left of the glue container,1398.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
169,0a569c6b-2818-410c-8eff-9b0290b2404c,0a569c6b-2818-410c-8eff-9b0290b2404c_7_8,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The origami is positioned diagonal and to the left of the marking needle in the crafting area
B. The scissors are found behind the glue container after the camera wearer uses the glue the first time
C. The glue container is located in front of the ruler before the camera wearer uses the glue
D. The scissors are found underneath the glue container after the camera wearer uses the glue the first time
E. The glue container is located to the immediate left of the ruler before the camera wearer uses the glue",The origami is positioned diagonal and to the left of the marking needle in the crafting area,The scissors are found behind the glue container after the camera wearer uses the glue the first time,The glue container is located in front of the ruler before the camera wearer uses the glue,The scissors are found underneath the glue container after the camera wearer uses the glue the first time,The glue container is located to the immediate left of the ruler before the camera wearer uses the glue,1398.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
171,0a569c6b-2818-410c-8eff-9b0290b2404c,0a569c6b-2818-410c-8eff-9b0290b2404c_7_4,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The glue container is located diagonally across from the ruler before the camera wearer uses the glue
B. The origami is positioned below the marking needle in the crafting area
C. The scissors are found to the left of the glue container after the camera wearer uses the glue the first time
D. The glue container is located directly behind the ruler before the camera wearer uses the glue
E. The origami is positioned diagonally across from the marking needle in the crafting area",The glue container is located diagonally across from the ruler before the camera wearer uses the glue,The origami is positioned below the marking needle in the crafting area,The scissors are found to the left of the glue container after the camera wearer uses the glue the first time,The glue container is located directly behind the ruler before the camera wearer uses the glue,The origami is positioned diagonally across from the marking needle in the crafting area,1398.0,Crafting/knitting/sewing/drawing/painting,utokyo,Weeview
184,0ed86ac8-75ac-48f4-985e-ac5b991d6b37,0ed86ac8-75ac-48f4-985e-ac5b991d6b37_6_18,"In the Living Room, which is nearer to the television: the couch or the remote?",reasoning/spatial/proximity,,"A. They are both equally close
B. The couch is nearer to the television than the remote
C. There is no remote
D. There is no couch
E. The remote is nearer to the television than the couch",They are both equally close,The couch is nearer to the television than the remote,There is no remote,There is no couch,The remote is nearer to the television than the couch,4253.97,"Cooking, Watching tv",kaust,GoPro Hero Black 7
187,0ed86ac8-75ac-48f4-985e-ac5b991d6b37,0ed86ac8-75ac-48f4-985e-ac5b991d6b37_7_8,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The remote is on a coffee table aligned with the television
B. The television is positioned on the ceiling above the couch
C. The chopping board is located diagonally across from the fridge, on the cabinet opposite the fridge
D. The television is on a stand at the foot of the couch
E. The remote is attached to the side of the television",The remote is on a coffee table aligned with the television,The television is positioned on the ceiling above the couch,"The chopping board is located diagonally across from the fridge, on the cabinet opposite the fridge",The television is on a stand at the foot of the couch,The remote is attached to the side of the television,4253.97,"Cooking, Watching tv",kaust,GoPro Hero Black 7
188,0ed86ac8-75ac-48f4-985e-ac5b991d6b37,0ed86ac8-75ac-48f4-985e-ac5b991d6b37_7_11,Where is the remote found in relation to the television in the Living Room?,reasoning/spatial/relationship,,"A. The remote is on a coffee table aligned with the television
B. The remote is attached to the side of the television
C. The remote is placed on a shelf directly above the television
D. The remote control is placed on the sofa opposite the TV.
E. The remote is kept in a drawer directly below the television",The remote is on a coffee table aligned with the television,The remote is attached to the side of the television,The remote is placed on a shelf directly above the television,The remote control is placed on the sofa opposite the TV.,The remote is kept in a drawer directly below the television,4253.97,"Cooking, Watching tv",kaust,GoPro Hero Black 7
200,115774b6-534d-444f-b7aa-d1b834eb0ee7,115774b6-534d-444f-b7aa-d1b834eb0ee7_7_16,Where is the glass display cabinet located in relation to the pastry mixer in the display area?,reasoning/spatial/relationship,,"A. The glass display cabinet is positioned directly behind the pastry mixer
B. The glass display cabinet is found directly in front of the pastry mixer
C. The glass display cabinet is placed diagonally opposite to the pastry mixer
D. The glass display cabinet is located to the left of the pastry mixer
E. The glass display cabinet is situated to the right of the pastry mixer",The glass display cabinet is positioned directly behind the pastry mixer,The glass display cabinet is found directly in front of the pastry mixer,The glass display cabinet is placed diagonally opposite to the pastry mixer,The glass display cabinet is located to the left of the pastry mixer,The glass display cabinet is situated to the right of the pastry mixer,4396.83,Baker,unict,GoPro Hero 4
201,115774b6-534d-444f-b7aa-d1b834eb0ee7,115774b6-534d-444f-b7aa-d1b834eb0ee7_7_18,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The oven is positioned to the immediate right of the dough mixer
B. The oven is found directly in front of the dough mixer
C. The glass display cabinet is located to the left of the pastry mixer
D. The refrigerator is situated behind the freezer
E. The dough sheeter is located to the left of the pastry mixer",The oven is positioned to the immediate right of the dough mixer,The oven is found directly in front of the dough mixer,The glass display cabinet is located to the left of the pastry mixer,The refrigerator is situated behind the freezer,The dough sheeter is located to the left of the pastry mixer,4396.83,Baker,unict,GoPro Hero 4
203,115774b6-534d-444f-b7aa-d1b834eb0ee7,115774b6-534d-444f-b7aa-d1b834eb0ee7_7_17,Where is the dough sheeter positioned in relation to the pastry mixer in the kitchen?,reasoning/spatial/relationship,,"A. The dough sheeter is located to the left of the pastry mixer
B. The dough sheeter is placed in front of the pastry mixer
C. The dough sheeter is situated directly opposite the pastry mixer
D. The dough sheeter is positioned to the right of the pastry mixer
E. The dough sheeter is found directly behind the pastry mixer",The dough sheeter is located to the left of the pastry mixer,The dough sheeter is placed in front of the pastry mixer,The dough sheeter is situated directly opposite the pastry mixer,The dough sheeter is positioned to the right of the pastry mixer,The dough sheeter is found directly behind the pastry mixer,4396.83,Baker,unict,GoPro Hero 4
